lang,text
ita,"Il 20 novembre 1903 l'Heraldo de Aragón pubblicò un articolo sulla nascita del Zaragoza Football Club, la prima squadra di calcio del capoluogo aragonese. Per la creazione della squadra fu importante soprattutto il contributo del conte di Sobradiel, un personaggio di spicco della città. Il conte svolgeva sia la funzione di presidente che di giocatore, fu proprio lui a segnare il primo gol del Zaragoza nella prima partita giocata dalla squadra, la cui divisa era composta da maglia giallorossa e da pantaloni bianchi, il 26 dicembre dello stesso anno nello stadio del Campo Sepulcro.Nei primi anni del XX secolo nacque anche un altro club: l'Iberia Sociedad Cultural. L'Iberia giocava nello stadio del Torrero e i suoi giocatori erano famosi per il gioco virile che attirava la maggior parte degli appassionati di calcio di Saragozza. Erano soprannominati Avispas (le vespe) per la loro divisa composta da maglietta gialla e nera e pantaloni neri."
deu,"José Sentis begann seine Karriere als Pianist in den Salons von Paris. Unter dem Einfluss argentinischer Freunde wie des Musikers Buchardo Alberto Lopez und des Schriftstellers Ricardo Güiraldes spielte er vor allem Tangostücke. Buchardo Alberto Lopez komponierte unter anderem den Tango Germain. Beide gehörten zu den Musikern, die den Tango in jener Zeit in Paris populär machten. Zu den von José Sentis komponierten Stücken gehören Baby, Mr. Marquis, Spring, From 5 to 7, Volver und Bad Love. José Sentis spielte auch auf großen Tourneen (Venezuela, Kuba, Nordamerika) und war in den 1920er und 1930er Jahren Direktor eines Orchesters. Außerdem schrieb er Musik für Film und Fernsehen, wie zum Beispiel für den Tangofilm Melodía de arrabal."
pol,"Z drużyną z Filadelfii podpisał czteroletni kontrakt 9 maja 2012. W barwach nowej drużyny zadebiutował w 12. tygodniu rozgrywek, w meczu przeciwko Carolina Panthers. W sumie w pierwszym sezonie występów w NFL rozegrał 6 spotkań, w żadnym nie wybiegając w podstawowym składzie. Odnotował 9 zatrzymań. Pierwszy sezon, w którym występował Curry okazał się jednym z najgorszych dla drużyny z Filadelfii. Zakończył się on bilansem 4-12. Wyniki drużyny wpłynęły na zwolnienie dotychczasowego trenera Andy'ego Reida."
fra,"Le parc national de la Chorie se trouve dans une zone de taïga montagneuse au nord-est de l'Altaï, divisée par plusieurs vallées. L'altitude moyenne varie entre 500 et 800 mètres et les sommets culminent entre 1 600 mètres et 1 800 mètres. Le climat est continental, mais la barrière à l'est de l'Alataou de Kouznetsk et à l'ouest du plateau de Salaïr, permettent un micro-climat: la température moyenne en janvier est comprise entre −20 °C et −22 °C et en juillet entre +17 °C et +18 °C, sauf dans les sommets où elle chute brutalement. L'enneigement dure d'octobre à avril. Les vents viennent surtout du sud ou du sud-ouest."
eng,"Fotopoulos, Takis (2005). The Multidimensional Crisis and Inclusive Democracy]. International Journal of Inclusive Democracy. (English translation of a book under the same title published in Greek, Athens: Gordios, 2005.)"
fra,"S'ensuivra le rassemblement de tout ce qui reste d'Israël parmi les nations, portées par les rois de ces nations jusqu'à Jérusalem, où le messie fils de David et Elie ressusciteront le messie fils de Joseph dont le corps avait été amené par les anges dans les portes de Jérusalem."
deu,"Feierle trat 1963 der Österreichischen Volkspartei bzw. dem Wirtschaftsbund bei und wurde am 29. Oktober 1964 als Abgeordneter des Wahlbezirkes Feldkirch bzw. als Landtagsabgeordneter der ÖVP im Vorarlberger Landtag angelobt. Er gehörte dem Landtag bis zum 5. November 1979 an, wobei er ab 1969 Abgeordneter des Wahlbezirkes Dornbirn war und von 6. November 1979 bis zum 19. November 1979 kurzfristig nicht dem Landtag angehörte, am 20. November 1979 jedoch dem zum Landesrat gewählten Abgeordneten Elmar Rümmele nachfolgen konnte."
pol,"Stacja powstała w 1911 roku na odcinku linii kolejowej z Kończyc do Suchej Średniej, w 1914 przedłużonej do Cieszyna. Po zajęciu przez Polskę Zaolzia, w latach 1938-1939 stacja była graniczną i prowadzono tu odprawę paszportową. Ze stacji 5 czerwca 1939 roku o godzinie 23.30 zbiegł do Polski zagrożony aresztowaniem przez gestapo przyszły generał i prezydent Czechosłowacji Ludvík Svoboda, o czym informuje tablica na budynku w pobliżu przystanku (od marca do września 1939 roku stacja byłą graniczną między III Rzeszą a Polską). Dawniej przystanek posiadał rangę stacji kolejowej, jednak w latach 60. XX wieku podczas przebudowy linii kolejowej 321 (Ostrawa – Czeski Cieszyn) została ona zamieniona na przystanek osobowy."
eng,"Within its territory, the city has an industrial region (Gustave Eiffel Park) located in the south of the city. Among the listed companies, there are Tech Data, SME Distribution (Sony), IBM, Air liquide, Asialand, BT France companies,... There are also a Senior Teaching Technical Book Center (Centre technique du livre de l'enseignement supérieur) and the Technical Center of the French National Library (Centre technique de la Bibliothèque nationale de France). The city economic growth continues with the creation of new city planning areas or Zone d’Aménagement Concerté, such as the ZAC Léonardo-de-Vinci (30 hectares) or the Rucherie (80 hectares). But the debts of the town may be considered as huge."
deu,"Die weithin sichtbare Pfarrkirche mit ihrem zum Teil aus romanischer Zeit stammenden Kirchturm ist ein Wahrzeichen der Gemeinde und der sie umgebenden Gäu-Hochfläche. Schon im Jahre 772 wird in Urkunden des Klosters Lorsch eine Basilika in Bildechingen erwähnt. Aus dieser Zeit dürften auch die noch romanischen Teile des Gotteshauses stammen. Nach einer Urkunde, die bei Renovierungsarbeiten im Jahre 1942 im Reliquiengrab gefunden wurde, soll der Hochaltar am 9. Oktober 1403 geweiht worden sein."
deu,"Die ethnischen Spannungen der 1950er Jahre hatten in der Arbeiterschaft ein starkes nationales Bewusstsein wach werden lassen. Es ist dabei bezeichnend, dass die Forderungen der Südtiroler Volkspartei vor allem soziale Belange betrafen, in denen man die Benachteiligung der deutschen und ladinischen Volksgruppe am stärksten zu spüren glaubte. Dies und die nationalistische Haltung mancher italienischer Gewerkschaftsfunktionäre forderten eine ethnische Gewerkschaft geradezu heraus."
ita,"La neonata casa di Mandello debutta nelle competizioni nel settembre 1921, schierando due delle 17 ""Normali"" costruite alla Milano-Napoli, ultima prova stagionale del Campionato Motociclistico Italiano su Strada. Le due macchine, condotte da Mario Cavedini e Aldo Finzi, si comportano egregiamente, riuscendo a compiere senza rotture gli 877 km della massacrante gara di gran fondo."
eng,"In August 2011, Page announced that Google would spend $12.5 billion to acquire Motorola Mobility. The purchase was primarily motivated by Google's need to secure patents to protect Android from lawsuits by companies including Apple Inc. Page wrote on Google's official blog on August 15, 2011 that ""companies including Microsoft and Apple are banding together in anti-competitive patent attacks on Android. The United States Department of Justice had to intervene in the results of one recent patent auction to ""protect competition and innovation in the open source software community""... Our acquisition of Motorola will increase competition by strengthening Google’s patent portfolio, which will enable us to better protect Android from anti-competitive threats from Microsoft, Apple and other companies""."
spa,"En un bar en Puero Cabezas, Nicaragua, un hombre se reúne con Darla dándole una información sobre un shaman y después trata de coquetearle, llamándola una mujer de dos sorpresas. Darla mata al hombre mostrándole su sorpresa número uno como una vampiresa, y se retira del bar revelando su sorpresa número dos: está embarazada."
eng,"The genus is distributed throughout the world's different climates. Most species make their home in the tropics and subtropics, with a worldwide distribution in temperate zones. The greatest diversity of species is found in the Americas and in Southeast Asia."
spa,"Al entrar Marty usa la llave que le había dado Charlie, se encuentra con un holograma de Eon que le dice que su misión es destruir al General cueste lo que cueste, entonces le da su chii para que sea más fuerte. Después de salir del templo se encuentra con un gran robot esbirro del General que quiere venganza porque Eón le dejó congelado en el glaciar y ha estado 100 años así."
ita,"La presenza di insediamenti romani è confermata dal ritrovamento di tombe e lapidi. È probabile che gli insediamenti romani siano stati abbandonati in seguito ad invasioni barbariche e alle disastrose alluvioni dell'epoca, che cambiarono persino il corso dell'Adige in quel periodo."
pol,"W styczniu 2013 Ingunę Sudrabę na stanowisku przewodniczącej Urzędu Kontroli Państwowej zastąpiła Elita Krūmiņa. W styczniu 2014 założyła ruch polityczny Od Serca dla Łotwy, który później przekształciła w partię. W wyborach w 2014 uzyskała mandat posłanki na Sejm XII kadencji jako liderka listy własnego ugrupowania, które przekroczyło próg 5% uprawniający do udziału w podziale miejsc w parlamencie."
eng,"Carvajal acted as backup to FC Barcelona's Martín Montoya at the 2013 UEFA European Under-21 Championship, playing in the 3–0 group stage win against the Netherlands as Spain went on to win the tournament. He was selected by full side manager Vicente del Bosque for his 30-man provisional squad for the 2014 FIFA World Cup, being excused alongside all other Real Madrid and Atlético Madrid players from the warm-up game against Bolivia on 30 May due to the Champions League final, and being omitted from the final list the following day."
spa,Tiny Toon Adventures: Babs' Big Break (también conocido como Tiny Toon Adventures) fue el primer videojuego de los Tiny Toons lanzado para Nintendo Game Boy. Apareció en 1992 y fue desarrollado y publicado por Konami.
nld,"Enige tijd later biecht hij Frankie op dat hij in feite haar halfbroer is, waarop zij hem wegstuurt. Ook blijkt dat Sams moeder afwist van het tweede gezin dat haar man eropna hield. Op een bepaald moment stelde ze hem voor de keuze en hij koos voor haar. Intussen heeft Sam wel het belang van familie ingezien en is van plan in Los Angeles te blijven. Als hij het weer goed wil maken met Frankie blijkt dat ze ontslag heeft genomen en verhuisd is. Josh laat hem echter een bericht na met hun nieuwe adres. Hij zoekt haar op en toont haar een oud filmpje dat hij net van zijn moeder kreeg. Te zien is dat Sams vader hem naar het park bracht op hetzelfde moment dat Frankie daar was met haar moeder, en hoe de twee daar als kind samen hebben gespeeld. Daarmee is duidelijk dat die zijn beide kinderen graag zag en aanvaardt Frankie eindelijk dat ze een broer heeft."
pol,"Inguna Sudraba zaczęła aktywnie uczestniczyć w życiu politycznym Łotwy, wypowiadając się m.in. na tematy ustrojowe. W 2009 jej nazwisko pojawiło się wśród potencjalnych kandydatów na urząd premiera kraju, następnie zaś prezydenta państwa."
deu,"Die Fregatte verließ Triest am 30. April 1857. Wegen Windstille wurde sie zunächst von einem Dampfschiff zur Straße von Messina geschleppt. Von dort segelte sie über Gibraltar, Madeira, Rio de Janeiro und das Kap der Guten Hoffnung in den Indischen Ozean. Zwischen 19. November und Dezember 1857 besuchte die Expedition die Inseln St. Paul und Amsterdam. Es ging dann weiter über Ceylon und Madras nach Singapur. Nächste Stationen der Reise waren Java, Manila, Hongkong, Shanghai und die Salomon-Inseln. Am 5. November 1858 war Ankunft in Sydney, von wo aus Auckland und Tahiti angelaufen wurden. Die Rückreise führte über Valparaíso und um das Kap Hoorn noch zu den Azoren. Am 26. August 1859, nachdem an 551 Tagen unter Segel 51.686 Seemeilen zurückgelegt worden waren, lief die Novara nach der Weltumrundung wieder in Triest ein.Erstmalige Untersuchungen, insbesondere auf der Sankt-Paul-Insel (Französische Süd- und Antarktisgebiete), den Nikobaren und auf Neuseeland schufen die Grundlagen für künftige geologische Forschungen. Erste geologische Kartierungen und Lagerstättenuntersuchungen durch Hochstetter, der bis zum Oktober 1859 in Neuseeland blieb, gaben den Startpunkt für die intensive geowissenschaftliche Erforschung dieses Landes. Hochstetter trennte sich dadurch von der Expedition, was zwischen dem Gouverneur George Edward Grey und dem Expeditionsleiter vereinbart wurde, und reiste später nach einer Erkundung australischer Goldfelder im Januar 1860 allein nach Europa zurück.Die meereskundlichen Forschungen, insbesondere im südlichen Pazifik, revolutionierten die Ozeanographie und Hydrographie. Die mitgebrachten Sammlungen an botanischem, zoologischem (26.000 Präparate) und völkerkundlichem Material bereicherten die österreichischen Museen (insbes. das Naturhistorische Museum Wien). Die während des ganzen Expeditionsverlaufes gemachten Beobachtungen des Erdmagnetismus vermehrten die wissenschaftlichen Kenntnisse auf diesem Gebiet entscheidend. Schließlich ermöglichten mitgenommene Blätter des Cocastrauchs 1860, Kokain erstmals rein darzustellen."
por,"O ciclo de moldagem por injeção e a velocidade de injeção é obrigatório para completar um tempo conhecido como ciclo de moldagem por injeção, que inclui alimentação, aquecimento, enchimento, embalagem, tempo de resfriamento e operações auxiliares, como o tempo de fechamento. No tempo de ciclo de moldagem por injeção, a velocidade de injeção e o desempenho de refrigeração dos produtos têm uma influência decisiva."
